date,menu_item,quantity
2025-08-08,Glass of Rioja,112
2025-08-08,Grilled Steak,4
2025-08-08,Menu del Dia,23
2025-08-08,Patatas Bravas,18
2025-08-08,Sangria Jug,100
2025-08-08,Seafood Paella,431
2025-08-08,Tortilla Espanola,24
2025-08-09,Chicken Roast,2
2025-08-09,Cortado,105
2025-08-09,Estrella Damm (Caña),107
2025-08-09,Gambas al Ajillo,29
2025-08-09,Glass of Rioja,107
2025-08-09,Grilled Steak,1
2025-08-09,Menu del Dia,35
2025-08-09,Patatas Bravas,23
2025-08-09,Sangria Jug,102
2025-08-09,Seafood Paella,396
2025-08-09,Tortilla Espanola,27
2025-08-10,Chicken Roast,2
2025-08-10,Cortado,83
2025-08-10,Estrella Damm (Caña),82
2025-08-10,Gambas al Ajillo,19
2025-08-10,Glass of Rioja,77
2025-08-10,Menu del Dia,25
2025-08-10,Patatas Bravas,13
2025-08-10,Sangria Jug,87
2025-08-10,Seafood Paella,322
2025-08-10,Tortilla Espanola,18
2025-08-11,Cortado,113
2025-08-11,Estrella Damm (Caña),125
2025-08-11,Gambas al Ajillo,20
2025-08-11,Glass of Rioja,118
2025-08-11,Grilled Steak,3
2025-08-11,Menu del Dia,32
2025-08-11,Patatas Bravas,20
2025-08-11,Sangria Jug,111
2025-08-11,Seafood Paella,461
2025-08-11,Tortilla Espanola,20
2025-08-12,Chicken Roast,1
2025-08-12,Cortado,102
2025-08-12,Estrella Damm (Caña),122
2025-08-12,Gambas al Ajillo,27
2025-08-12,Glass of Rioja,125
2025-08-12,Grilled Steak,1
2025-08-12,Menu del Dia,31
2025-08-12,Patatas Bravas,28
2025-08-12,Sangria Jug,80
2025-08-12,Seafood Paella,407
2025-08-12,Tortilla Espanola,25
2025-08-13,Chicken Roast,1
2025-08-13,Cortado,85
2025-08-13,Estrella Damm (Caña),84
2025-08-13,Gambas al Ajillo,16
2025-08-13,Glass of Rioja,88
2025-08-13,Grilled Steak,2
2025-08-13,Menu del Dia,37
2025-08-13,Patatas Bravas,16
2025-08-13,Sangria Jug,90
2025-08-13,Seafood Paella,361
2025-08-13,Tortilla Espanola,9
2025-08-14,Chicken Roast,1
2025-08-14,Cortado,122
2025-08-14,Estrella Damm (Caña),108
2025-08-14,Gambas al Ajillo,17
2025-08-14,Glass of Rioja,114
2025-08-14,Grilled Steak,3
2025-08-14,Menu del Dia,30
2025-08-14,Patatas Bravas,31
2025-08-14,Sangria Jug,101
2025-08-14,Seafood Paella,428
2025-08-14,Tortilla Espanola,21
2025-08-15,Chicken Roast,2
2025-08-15,Cortado,112
2025-08-15,Estrella Damm (Caña),104
2025-08-15,Gambas al Ajillo,17
2025-08-15,Glass of Rioja,106
2025-08-15,Grilled Steak,3
2025-08-15,Menu del Dia,23
2025-08-15,Patatas Bravas,15
2025-08-15,Sangria Jug,116
2025-08-15,Seafood Paella,396
2025-08-15,Tortilla Espanola,18
2025-08-16,Chicken Roast,2
2025-08-16,Cortado,81
2025-08-16,Estrella Damm (Caña),89
2025-08-16,Gambas al Ajillo,23
2025-08-16,Glass of Rioja,107
2025-08-16,Grilled Steak,5
2025-08-16,Menu del Dia,19
2025-08-16,Patatas Bravas,26
2025-08-16,Sangria Jug,87
2025-08-16,Seafood Paella,382
2025-08-16,Tortilla Espanola,13
2025-08-17,Chicken Roast,6
2025-08-17,Cortado,99
2025-08-17,Estrella Damm (Caña),91
2025-08-17,Gambas al Ajillo,24
2025-08-17,Glass of Rioja,81
2025-08-17,Grilled Steak,2
2025-08-17,Menu del Dia,21
2025-08-17,Patatas Bravas,26
2025-08-17,Sangria Jug,87
2025-08-17,Seafood Paella,326
2025-08-17,Tortilla Espanola,20
2025-08-18,Chicken Roast,1
2025-08-18,Cortado,119
2025-08-18,Estrella Damm (Caña),120
2025-08-18,Gambas al Ajillo,22
2025-08-18,Glass of Rioja,105
2025-08-18,Grilled Steak,4
2025-08-18,Menu del Dia,21
2025-08-18,Patatas Bravas,16
2025-08-18,Sangria Jug,102
2025-08-18,Seafood Paella,453
2025-08-18,Tortilla Espanola,18
2025-08-19,Chicken Roast,3
2025-08-19,Cortado,116
2025-08-19,Estrella Damm (Caña),140
2025-08-19,Gambas al Ajillo,19
2025-08-19,Glass of Rioja,146
2025-08-19,Grilled Steak,2
2025-08-19,Menu del Dia,19
2025-08-19,Patatas Bravas,19
2025-08-19,Sangria Jug,112
2025-08-19,Seafood Paella,485
2025-08-19,Tortilla Espanola,28
2025-08-20,Chicken Roast,3
2025-08-20,Cortado,103
2025-08-20,Estrella Damm (Caña),96
2025-08-20,Gambas al Ajillo,16
2025-08-20,Glass of Rioja,113
2025-08-20,Grilled Steak,4
2025-08-20,Menu del Dia,16
2025-08-20,Patatas Bravas,15
2025-08-20,Sangria Jug,99
2025-08-20,Seafood Paella,453
2025-08-20,Tortilla Espanola,24
2025-08-21,Chicken Roast,1
2025-08-21,Cortado,101
2025-08-21,Estrella Damm (Caña),96
2025-08-21,Gambas al Ajillo,19
2025-08-21,Glass of Rioja,92
2025-08-21,Grilled Steak,2
2025-08-21,Menu del Dia,28
2025-08-21,Patatas Bravas,25
2025-08-21,Sangria Jug,100
2025-08-21,Seafood Paella,401
2025-08-21,Tortilla Espanola,21
2025-08-22,Chicken Roast,2
2025-08-22,Cortado,103
2025-08-22,Estrella Damm (Caña),91
2025-08-22,Gambas al Ajillo,19
2025-08-22,Glass of Rioja,113
2025-08-22,Menu del Dia,27
2025-08-22,Patatas Bravas,23
2025-08-22,Sangria Jug,121
2025-08-22,Seafood Paella,349
2025-08-22,Tortilla Espanola,18
2025-08-23,Cortado,99
2025-08-23,Estrella Damm (Caña),102
2025-08-23,Gambas al Ajillo,17
2025-08-23,Glass of Rioja,113
2025-08-23,Grilled Steak,2
2025-08-23,Menu del Dia,21
2025-08-23,Patatas Bravas,17
2025-08-23,Sangria Jug,102
2025-08-23,Seafood Paella,403
2025-08-23,Tortilla Espanola,14
2025-08-24,Chicken Roast,2
2025-08-24,Cortado,116
2025-08-24,Estrella Damm (Caña),83
2025-08-24,Gambas al Ajillo,16
2025-08-24,Glass of Rioja,106
2025-08-24,Grilled Steak,3
2025-08-24,Menu del Dia,22
2025-08-24,Patatas Bravas,13
2025-08-24,Sangria Jug,83
2025-08-24,Seafood Paella,343
2025-08-24,Tortilla Espanola,13
2025-08-25,Chicken Roast,5
2025-08-25,Cortado,118
2025-08-25,Estrella Damm (Caña),107
2025-08-25,Gambas al Ajillo,22
2025-08-25,Glass of Rioja,137
2025-08-25,Grilled Steak,1
2025-08-25,Menu del Dia,27
2025-08-25,Patatas Bravas,21
2025-08-25,Sangria Jug,121
2025-08-25,Seafood Paella,444
2025-08-25,Tortilla Espanola,18
2025-08-26,Cortado,103
2025-08-26,Estrella Damm (Caña),104
2025-08-26,Gambas al Ajillo,20
2025-08-26,Glass of Rioja,99
2025-08-26,Grilled Steak,6
2025-08-26,Menu del Dia,31
2025-08-26,Patatas Bravas,18
2025-08-26,Sangria Jug,103
2025-08-26,Seafood Paella,415
2025-08-26,Tortilla Espanola,24
2025-08-27,Chicken Roast,4
2025-08-27,Cortado,108
2025-08-27,Estrella Damm (Caña),95
2025-08-27,Gambas al Ajillo,23
2025-08-27,Glass of Rioja,102
2025-08-27,Grilled Steak,4
2025-08-27,Menu del Dia,17
2025-08-27,Patatas Bravas,23
2025-08-27,Sangria Jug,96
2025-08-27,Seafood Paella,419
2025-08-27,Tortilla Espanola,23
2025-08-28,Chicken Roast,2
2025-08-28,Cortado,90
2025-08-28,Estrella Damm (Caña),104
2025-08-28,Gambas al Ajillo,16
2025-08-28,Glass of Rioja,90
2025-08-28,Grilled Steak,1
2025-08-28,Menu del Dia,21
2025-08-28,Patatas Bravas,16
2025-08-28,Sangria Jug,94
2025-08-28,Seafood Paella,370
2025-08-28,Tortilla Espanola,21
2025-08-29,Chicken Roast,2
2025-08-29,Cortado,113
2025-08-29,Estrella Damm (Caña),108
2025-08-29,Gambas al Ajillo,19
2025-08-29,Glass of Rioja,105
2025-08-29,Grilled Steak,4
2025-08-29,Menu del Dia,23
2025-08-29,Patatas Bravas,26
2025-08-29,Sangria Jug,101
2025-08-29,Seafood Paella,406
2025-08-29,Tortilla Espanola,21
2025-08-30,Chicken Roast,1
2025-08-30,Cortado,95
2025-08-30,Estrella Damm (Caña),93
2025-08-30,Gambas al Ajillo,13
2025-08-30,Glass of Rioja,85
2025-08-30,Grilled Steak,3
2025-08-30,Menu del Dia,26
2025-08-30,Patatas Bravas,10
2025-08-30,Sangria Jug,101
2025-08-30,Seafood Paella,332
2025-08-30,Tortilla Espanola,16
2025-08-31,Cortado,92
2025-08-31,Estrella Damm (Caña),91
2025-08-31,Gambas al Ajillo,12
2025-08-31,Glass of Rioja,107
2025-08-31,Grilled Steak,2
2025-08-31,Menu del Dia,24
2025-08-31,Patatas Bravas,22
2025-08-31,Sangria Jug,112
2025-08-31,Seafood Paella,385
2025-08-31,Tortilla Espanola,12
2025-09-01,Chicken Roast,1
2025-09-01,Cortado,103
2025-09-01,Estrella Damm (Caña),110
2025-09-01,Gambas al Ajillo,26
2025-09-01,Glass of Rioja,95
2025-09-01,Grilled Steak,3
2025-09-01,Menu del Dia,17
2025-09-01,Patatas Bravas,28
2025-09-01,Sangria Jug,102
2025-09-01,Seafood Paella,411
2025-09-01,Tortilla Espanola,18
2025-09-02,Chicken Roast,2
2025-09-02,Cortado,102
2025-09-02,Estrella Damm (Caña),80
2025-09-02,Gambas al Ajillo,20
2025-09-02,Glass of Rioja,100
2025-09-02,Grilled Steak,1
2025-09-02,Menu del Dia,32
2025-09-02,Patatas Bravas,19
2025-09-02,Sangria Jug,101
2025-09-02,Seafood Paella,361
2025-09-02,Tortilla Espanola,19
2025-09-03,Chicken Roast,1
2025-09-03,Cortado,62
2025-09-03,Estrella Damm (Caña),70
2025-09-03,Gambas al Ajillo,21
2025-09-03,Glass of Rioja,54
2025-09-03,Menu del Dia,9
2025-09-03,Patatas Bravas,12
2025-09-03,Sangria Jug,63
2025-09-03,Seafood Paella,254
2025-09-03,Tortilla Espanola,14
2025-09-04,Chicken Roast,1
2025-09-04,Cortado,137
2025-09-04,Estrella Damm (Caña),119
2025-09-04,Gambas al Ajillo,25
2025-09-04,Glass of Rioja,100
2025-09-04,Menu del Dia,18
2025-09-04,Patatas Bravas,20
2025-09-04,Sangria Jug,115
2025-09-04,Seafood Paella,477
2025-09-04,Tortilla Espanola,24
2025-09-05,Chicken Roast,4
2025-09-05,Cortado,46
2025-09-05,Estrella Damm (Caña),59
2025-09-05,Gambas al Ajillo,19
2025-09-05,Glass of Rioja,48
2025-09-05,Menu del Dia,22
2025-09-05,Patatas Bravas,18
2025-09-05,Sangria Jug,54
2025-09-05,Seafood Paella,215
2025-09-05,Tortilla Espanola,15
2025-09-06,Chicken Roast,2
2025-09-06,Cortado,75
2025-09-06,Estrella Damm (Caña),59
2025-09-06,Gambas al Ajillo,15
2025-09-06,Glass of Rioja,36
2025-09-06,Grilled Steak,1
2025-09-06,Menu del Dia,25
2025-09-06,Patatas Bravas,14
2025-09-06,Sangria Jug,53
2025-09-06,Seafood Paella,215
2025-09-06,Tortilla Espanola,14
2025-09-07,Chicken Roast,3
2025-09-07,Cortado,41
2025-09-07,Estrella Damm (Caña),55
2025-09-07,Gambas al Ajillo,7
2025-09-07,Glass of Rioja,61
2025-09-07,Grilled Steak,3
2025-09-07,Menu del Dia,18
2025-09-07,Patatas Bravas,10
2025-09-07,Sangria Jug,51
2025-09-07,Seafood Paella,156
2025-09-07,Tortilla Espanola,19
2025-09-08,Chicken Roast,3
2025-09-08,Cortado,80
2025-09-08,Estrella Damm (Caña),54
2025-09-08,Gambas al Ajillo,5
2025-09-08,Glass of Rioja,65
2025-09-08,Grilled Steak,1
2025-09-08,Menu del Dia,11
2025-09-08,Patatas Bravas,15
2025-09-08,Sangria Jug,59
2025-09-08,Seafood Paella,267
2025-09-08,Tortilla Espanola,9
2025-09-09,Chicken Roast,4
2025-09-09,Cortado,108
2025-09-09,Estrella Damm (Caña),120
2025-09-09,Gambas al Ajillo,21
2025-09-09,Glass of Rioja,109
2025-09-09,Grilled Steak,3
2025-09-09,Menu del Dia,34
2025-09-09,Patatas Bravas,20
2025-09-09,Sangria Jug,126
2025-09-09,Seafood Paella,473
2025-09-09,Tortilla Espanola,18
2025-09-10,Cortado,98
2025-09-10,Estrella Damm (Caña),98
2025-09-10,Gambas al Ajillo,23
2025-09-10,Glass of Rioja,118
2025-09-10,Grilled Steak,1
2025-09-10,Menu del Dia,23
2025-09-10,Patatas Bravas,24
2025-09-10,Sangria Jug,111
2025-09-10,Seafood Paella,432
2025-09-10,Tortilla Espanola,25
2025-09-11,Chicken Roast,4
2025-09-11,Cortado,137
2025-09-11,Estrella Damm (Caña),139
2025-09-11,Gambas al Ajillo,35
2025-09-11,Glass of Rioja,132
2025-09-11,Grilled Steak,7
2025-09-11,Menu del Dia,27
2025-09-11,Patatas Bravas,36
2025-09-11,Sangria Jug,123
2025-09-11,Seafood Paella,524
2025-09-11,Tortilla Espanola,38
2025-09-12,Chicken Roast,1
2025-09-12,Cortado,85
2025-09-12,Estrella Damm (Caña),95
2025-09-12,Gambas al Ajillo,19
2025-09-12,Glass of Rioja,106
2025-09-12,Grilled Steak,1
2025-09-12,Menu del Dia,28
2025-09-12,Patatas Bravas,20
2025-09-12,Sangria Jug,90
2025-09-12,Seafood Paella,382
2025-09-12,Tortilla Espanola,24
2025-09-13,Cortado,77
2025-09-13,Estrella Damm (Caña),73
2025-09-13,Gambas al Ajillo,14
2025-09-13,Glass of Rioja,90
2025-09-13,Grilled Steak,1
2025-09-13,Menu del Dia,20
2025-09-13,Patatas Bravas,11
2025-09-13,Sangria Jug,85
2025-09-13,Seafood Paella,365
2025-09-13,Tortilla Espanola,14
2025-09-14,Cortado,94
2025-09-14,Estrella Damm (Caña),77
2025-09-14,Gambas al Ajillo,28
2025-09-14,Glass of Rioja,97
2025-09-14,Grilled Steak,1
2025-09-14,Menu del Dia,30
2025-09-14,Patatas Bravas,17
2025-09-14,Sangria Jug,101
2025-09-14,Seafood Paella,414
2025-09-14,Tortilla Espanola,20
2025-09-15,Chicken Roast,3
2025-09-15,Cortado,76
2025-09-15,Estrella Damm (Caña),54
2025-09-15,Gambas al Ajillo,5
2025-09-15,Glass of Rioja,74
2025-09-15,Grilled Steak,2
2025-09-15,Menu del Dia,21
2025-09-15,Patatas Bravas,12
2025-09-15,Sangria Jug,67
2025-09-15,Seafood Paella,249
2025-09-15,Tortilla Espanola,8
2025-09-16,Chicken Roast,4
2025-09-16,Cortado,57
2025-09-16,Estrella Damm (Caña),79
2025-09-16,Gambas al Ajillo,7
2025-09-16,Glass of Rioja,60
2025-09-16,Grilled Steak,4
2025-09-16,Menu del Dia,18
2025-09-16,Patatas Bravas,12
2025-09-16,Sangria Jug,53
2025-09-16,Seafood Paella,246
2025-09-16,Tortilla Espanola,5
2025-09-17,Chicken Roast,3
2025-09-17,Cortado,139
2025-09-17,Estrella Damm (Caña),125
2025-09-17,Gambas al Ajillo,15
2025-09-17,Glass of Rioja,123
2025-09-17,Grilled Steak,3
2025-09-17,Menu del Dia,25
2025-09-17,Patatas Bravas,18
2025-09-17,Sangria Jug,136
2025-09-17,Seafood Paella,500
2025-09-17,Tortilla Espanola,20
2025-09-18,Chicken Roast,5
2025-09-18,Cortado,94
2025-09-18,Estrella Damm (Caña),99
2025-09-18,Gambas al Ajillo,18
2025-09-18,Glass of Rioja,87
2025-09-18,Grilled Steak,3
2025-09-18,Menu del Dia,21
2025-09-18,Patatas Bravas,24
2025-09-18,Sangria Jug,101
2025-09-18,Seafood Paella,346
2025-09-18,Tortilla Espanola,16
2025-09-19,Chicken Roast,2
2025-09-19,Cortado,62
2025-09-19,Estrella Damm (Caña),46
2025-09-19,Gambas al Ajillo,8
2025-09-19,Glass of Rioja,50
2025-09-19,Grilled Steak,1
2025-09-19,Menu del Dia,6
2025-09-19,Patatas Bravas,11
2025-09-19,Sangria Jug,39
2025-09-19,Seafood Paella,183
2025-09-19,Tortilla Espanola,9
2025-09-20,Cortado,80
2025-09-20,Estrella Damm (Caña),63
2025-09-20,Gambas al Ajillo,17
2025-09-20,Glass of Rioja,78
2025-09-20,Grilled Steak,3
2025-09-20,Menu del Dia,21
2025-09-20,Patatas Bravas,9
2025-09-20,Sangria Jug,75
2025-09-20,Seafood Paella,311
2025-09-20,Tortilla Espanola,14
2025-09-21,Cortado,96
2025-09-21,Estrella Damm (Caña),94
2025-09-21,Gambas al Ajillo,19
2025-09-21,Glass of Rioja,108
2025-09-21,Grilled Steak,3
2025-09-21,Menu del Dia,12
2025-09-21,Patatas Bravas,12
2025-09-21,Sangria Jug,87
2025-09-21,Seafood Paella,365
2025-09-21,Tortilla Espanola,21
2025-09-22,Chicken Roast,2
2025-09-22,Cortado,86
2025-09-22,Estrella Damm (Caña),109
2025-09-22,Gambas al Ajillo,19
2025-09-22,Glass of Rioja,92
2025-09-22,Grilled Steak,5
2025-09-22,Menu del Dia,23
2025-09-22,Patatas Bravas,19
2025-09-22,Sangria Jug,101
2025-09-22,Seafood Paella,388
2025-09-22,Tortilla Espanola,13
2025-09-23,Chicken Roast,1
2025-09-23,Cortado,94
2025-09-23,Estrella Damm (Caña),82
2025-09-23,Gambas al Ajillo,27
2025-09-23,Glass of Rioja,85
2025-09-23,Grilled Steak,3
2025-09-23,Menu del Dia,20
2025-09-23,Patatas Bravas,19
2025-09-23,Sangria Jug,94
2025-09-23,Seafood Paella,366
2025-09-23,Tortilla Espanola,18
2025-09-24,Chicken Roast,2
2025-09-24,Cortado,146
2025-09-24,Estrella Damm (Caña),115
2025-09-24,Gambas al Ajillo,21
2025-09-24,Glass of Rioja,113
2025-09-24,Grilled Steak,3
2025-09-24,Menu del Dia,23
2025-09-24,Patatas Bravas,21
2025-09-24,Sangria Jug,116
2025-09-24,Seafood Paella,488
2025-09-24,Tortilla Espanola,24
2025-09-25,Chicken Roast,4
2025-09-25,Cortado,131
2025-09-25,Estrella Damm (Caña),131
2025-09-25,Gambas al Ajillo,23
2025-09-25,Glass of Rioja,115
2025-09-25,Grilled Steak,5
2025-09-25,Menu del Dia,37
2025-09-25,Patatas Bravas,32
2025-09-25,Sangria Jug,120
2025-09-25,Seafood Paella,438
2025-09-25,Tortilla Espanola,19
2025-09-26,Chicken Roast,1
2025-09-26,Cortado,81
2025-09-26,Estrella Damm (Caña),83
2025-09-26,Gambas al Ajillo,8
2025-09-26,Glass of Rioja,73
2025-09-26,Menu del Dia,13
2025-09-26,Patatas Bravas,15
2025-09-26,Sangria Jug,78
2025-09-26,Seafood Paella,317
2025-09-26,Tortilla Espanola,11
2025-09-27,Chicken Roast,6
2025-09-27,Cortado,89
2025-09-27,Estrella Damm (Caña),105
2025-09-27,Gambas al Ajillo,13
2025-09-27,Glass of Rioja,123
2025-09-27,Grilled Steak,2
2025-09-27,Menu del Dia,24
2025-09-27,Patatas Bravas,16
2025-09-27,Sangria Jug,116
2025-09-27,Seafood Paella,412
2025-09-27,Tortilla Espanola,18
2025-09-28,Chicken Roast,2
2025-09-28,Cortado,91
2025-09-28,Estrella Damm (Caña),106
2025-09-28,Gambas al Ajillo,13
2025-09-28,Glass of Rioja,111
2025-09-28,Grilled Steak,3
2025-09-28,Menu del Dia,29
2025-09-28,Patatas Bravas,9
2025-09-28,Sangria Jug,102
2025-09-28,Seafood Paella,374
2025-09-28,Tortilla Espanola,14
2025-09-29,Chicken Roast,1
2025-09-29,Cortado,120
2025-09-29,Estrella Damm (Caña),130
2025-09-29,Gambas al Ajillo,19
2025-09-29,Glass of Rioja,115
2025-09-29,Grilled Steak,4
2025-09-29,Menu del Dia,30
2025-09-29,Patatas Bravas,23
2025-09-29,Sangria Jug,104
2025-09-29,Seafood Paella,456
2025-09-29,Tortilla Espanola,20
2025-09-30,Chicken Roast,4
2025-09-30,Cortado,84
2025-09-30,Estrella Damm (Caña),70
2025-09-30,Gambas al Ajillo,16
2025-09-30,Glass of Rioja,66
2025-09-30,Grilled Steak,3
2025-09-30,Menu del Dia,18
2025-09-30,Patatas Bravas,25
2025-09-30,Sangria Jug,76
2025-09-30,Seafood Paella,313
2025-09-30,Tortilla Espanola,17
2025-10-01,Chicken Roast,2
2025-10-01,Cortado,87
2025-10-01,Estrella Damm (Caña),107
2025-10-01,Gambas al Ajillo,27
2025-10-01,Glass of Rioja,113
2025-10-01,Grilled Steak,2
2025-10-01,Menu del Dia,25
2025-10-01,Patatas Bravas,26
2025-10-01,Sangria Jug,101
2025-10-01,Seafood Paella,387
2025-10-01,Tortilla Espanola,19
2025-10-02,Chicken Roast,1
2025-10-02,Cortado,108
2025-10-02,Estrella Damm (Caña),138
2025-10-02,Gambas al Ajillo,18
2025-10-02,Glass of Rioja,126
2025-10-02,Grilled Steak,3
2025-10-02,Menu del Dia,29
2025-10-02,Patatas Bravas,16
2025-10-02,Sangria Jug,123
2025-10-02,Seafood Paella,458
2025-10-02,Tortilla Espanola,13
2025-10-03,Cortado,45
2025-10-03,Estrella Damm (Caña),42
2025-10-03,Gambas al Ajillo,16
2025-10-03,Glass of Rioja,72
2025-10-03,Grilled Steak,2
2025-10-03,Menu del Dia,13
2025-10-03,Patatas Bravas,10
2025-10-03,Sangria Jug,51
2025-10-03,Seafood Paella,212
2025-10-03,Tortilla Espanola,11
2025-10-04,Chicken Roast,3
2025-10-04,Cortado,58
2025-10-04,Estrella Damm (Caña),68
2025-10-04,Gambas al Ajillo,7
2025-10-04,Glass of Rioja,53
2025-10-04,Menu del Dia,20
2025-10-04,Patatas Bravas,11
2025-10-04,Sangria Jug,55
2025-10-04,Seafood Paella,236
2025-10-04,Tortilla Espanola,15
2025-10-05,Chicken Roast,5
2025-10-05,Cortado,91
2025-10-05,Estrella Damm (Caña),99
2025-10-05,Gambas al Ajillo,15
2025-10-05,Glass of Rioja,87
2025-10-05,Grilled Steak,7
2025-10-05,Menu del Dia,24
2025-10-05,Patatas Bravas,21
2025-10-05,Sangria Jug,101
2025-10-05,Seafood Paella,428
2025-10-05,Tortilla Espanola,21
2025-10-06,Chicken Roast,2
2025-10-06,Cortado,55
2025-10-06,Estrella Damm (Caña),50
2025-10-06,Gambas al Ajillo,5
2025-10-06,Glass of Rioja,52
2025-10-06,Grilled Steak,3
2025-10-06,Menu del Dia,10
2025-10-06,Patatas Bravas,5
2025-10-06,Sangria Jug,63
2025-10-06,Seafood Paella,239
2025-10-06,Tortilla Espanola,8
2025-10-07,Chicken Roast,6
2025-10-07,Cortado,89
2025-10-07,Estrella Damm (Caña),90
2025-10-07,Gambas al Ajillo,26
2025-10-07,Glass of Rioja,110
2025-10-07,Grilled Steak,5
2025-10-07,Menu del Dia,19
2025-10-07,Patatas Bravas,24
2025-10-07,Sangria Jug,73
2025-10-07,Seafood Paella,340
2025-10-07,Tortilla Espanola,20
2025-10-08,Cortado,84
2025-10-08,Estrella Damm (Caña),99
2025-10-08,Gambas al Ajillo,11
2025-10-08,Glass of Rioja,85
2025-10-08,Menu del Dia,23
2025-10-08,Patatas Bravas,13
2025-10-08,Sangria Jug,85
2025-10-08,Seafood Paella,367
2025-10-08,Tortilla Espanola,27
2025-10-09,Chicken Roast,2
2025-10-09,Cortado,95
2025-10-09,Estrella Damm (Caña),93
2025-10-09,Gambas al Ajillo,17
2025-10-09,Glass of Rioja,90
2025-10-09,Grilled Steak,2
2025-10-09,Menu del Dia,28
2025-10-09,Patatas Bravas,18
2025-10-09,Sangria Jug,92
2025-10-09,Seafood Paella,345
2025-10-09,Tortilla Espanola,31
2025-10-10,Chicken Roast,3
2025-10-10,Cortado,65
2025-10-10,Estrella Damm (Caña),60
2025-10-10,Gambas al Ajillo,16
2025-10-10,Glass of Rioja,74
2025-10-10,Grilled Steak,4
2025-10-10,Menu del Dia,17
2025-10-10,Patatas Bravas,14
2025-10-10,Sangria Jug,54
2025-10-10,Seafood Paella,222
2025-10-10,Tortilla Espanola,9
2025-10-11,Chicken Roast,5
2025-10-11,Cortado,86
2025-10-11,Estrella Damm (Caña),65
2025-10-11,Gambas al Ajillo,17
2025-10-11,Glass of Rioja,86
2025-10-11,Grilled Steak,1
2025-10-11,Menu del Dia,19
2025-10-11,Patatas Bravas,13
2025-10-11,Sangria Jug,82
2025-10-11,Seafood Paella,324
2025-10-11,Tortilla Espanola,18
2025-10-12,Chicken Roast,5
2025-10-12,Cortado,114
2025-10-12,Estrella Damm (Caña),87
2025-10-12,Gambas al Ajillo,22
2025-10-12,Glass of Rioja,96
2025-10-12,Grilled Steak,3
2025-10-12,Menu del Dia,19
2025-10-12,Patatas Bravas,18
2025-10-12,Sangria Jug,90
2025-10-12,Seafood Paella,453
2025-10-12,Tortilla Espanola,9
2025-10-13,Chicken Roast,2
2025-10-13,Cortado,50
2025-10-13,Estrella Damm (Caña),51
2025-10-13,Gambas al Ajillo,16
2025-10-13,Glass of Rioja,62
2025-10-13,Grilled Steak,2
2025-10-13,Menu del Dia,10
2025-10-13,Patatas Bravas,24
2025-10-13,Sangria Jug,53
2025-10-13,Seafood Paella,215
2025-10-13,Tortilla Espanola,9
2025-10-14,Cortado,44
2025-10-14,Estrella Damm (Caña),53
2025-10-14,Gambas al Ajillo,10
2025-10-14,Glass of Rioja,55
2025-10-14,Grilled Steak,1
2025-10-14,Menu del Dia,18
2025-10-14,Patatas Bravas,8
2025-10-14,Sangria Jug,44
2025-10-14,Seafood Paella,188
2025-10-14,Tortilla Espanola,7
2025-10-15,Chicken Roast,3
2025-10-15,Cortado,57
2025-10-15,Estrella Damm (Caña),58
2025-10-15,Gambas al Ajillo,20
2025-10-15,Glass of Rioja,66
2025-10-15,Grilled Steak,4
2025-10-15,Menu del Dia,16
2025-10-15,Patatas Bravas,14
2025-10-15,Sangria Jug,52
2025-10-15,Seafood Paella,217
2025-10-15,Tortilla Espanola,8
2025-10-16,Chicken Roast,1
2025-10-16,Cortado,82
2025-10-16,Estrella Damm (Caña),79
2025-10-16,Gambas al Ajillo,22
2025-10-16,Glass of Rioja,100
2025-10-16,Grilled Steak,2
2025-10-16,Menu del Dia,22
2025-10-16,Patatas Bravas,16
2025-10-16,Sangria Jug,70
2025-10-16,Seafood Paella,305
2025-10-16,Tortilla Espanola,15
2025-10-17,Chicken Roast,4
2025-10-17,Cortado,121
2025-10-17,Estrella Damm (Caña),102
2025-10-17,Gambas al Ajillo,18
2025-10-17,Glass of Rioja,93
2025-10-17,Grilled Steak,1
2025-10-17,Menu del Dia,32
2025-10-17,Patatas Bravas,25
2025-10-17,Sangria Jug,111
2025-10-17,Seafood Paella,431
2025-10-17,Tortilla Espanola,22
2025-10-18,Chicken Roast,3
2025-10-18,Cortado,130
2025-10-18,Estrella Damm (Caña),127
2025-10-18,Gambas al Ajillo,17
2025-10-18,Glass of Rioja,111
2025-10-18,Grilled Steak,2
2025-10-18,Menu del Dia,20
2025-10-18,Patatas Bravas,18
2025-10-18,Sangria Jug,133
2025-10-18,Seafood Paella,443
2025-10-18,Tortilla Espanola,20
2025-10-19,Chicken Roast,4
2025-10-19,Cortado,90
2025-10-19,Estrella Damm (Caña),93
2025-10-19,Gambas al Ajillo,18
2025-10-19,Glass of Rioja,104
2025-10-19,Grilled Steak,1
2025-10-19,Menu del Dia,27
2025-10-19,Patatas Bravas,26
2025-10-19,Sangria Jug,98
2025-10-19,Seafood Paella,356
2025-10-19,Tortilla Espanola,24
2025-10-20,Chicken Roast,5
2025-10-20,Cortado,123
2025-10-20,Estrella Damm (Caña),125
2025-10-20,Gambas al Ajillo,23
2025-10-20,Glass of Rioja,107
2025-10-20,Grilled Steak,4
2025-10-20,Menu del Dia,27
2025-10-20,Patatas Bravas,27
2025-10-20,Sangria Jug,120
