date,ingredient,quantity_used
2025-06-27,Lettuce,2.6
2025-06-27,Eggs,30.0
2025-06-27,Onions,1.0
2025-06-27,Beef Steak,0.9
2025-06-28,Beer Keg (30L),40.5
2025-06-28,Rice (Bomba),68.9325
2025-06-28,Seafood Mix,119.55
2025-06-28,Olive Oil,27.55
2025-06-28,Wine Bottle (Red),17.25
2025-06-28,Coffee Beans,1.8786
2025-06-28,Sangria Mix,116.0
2025-06-28,Chicken,10.1
2025-06-28,Potatoes,17.574
2025-06-28,Lettuce,3.2
2025-06-28,Eggs,36.0
2025-06-28,Onions,1.2
2025-06-28,Beef Steak,0.9
2025-06-29,Rice (Bomba),57.7215
2025-06-29,Seafood Mix,100.05
2025-06-29,Olive Oil,23.8
2025-06-29,Coffee Beans,1.7271
2025-06-29,Sangria Mix,111.0
2025-06-29,Wine Bottle (Red),14.55
2025-06-29,Beer Keg (30L),32.7
2025-06-29,Potatoes,17.978
2025-06-29,Chicken,9.595
2025-06-29,Lettuce,2.5
2025-06-29,Eggs,75.0
2025-06-29,Onions,2.5
2025-06-29,Beef Steak,0.3
2025-06-30,Sangria Mix,111.0
2025-06-30,Rice (Bomba),62.115
2025-06-30,Seafood Mix,107.7
2025-06-30,Olive Oil,25.5
2025-06-30,Wine Bottle (Red),12.9
2025-06-30,Coffee Beans,1.4847
2025-06-30,Beer Keg (30L),39.6
2025-06-30,Beef Steak,2.1
2025-06-30,Potatoes,17.473
2025-06-30,Chicken,6.161
2025-06-30,Lettuce,1.9
2025-06-30,Eggs,75.0
2025-06-30,Onions,2.5
2025-07-01,Coffee Beans,1.0454
2025-07-01,Rice (Bomba),55.6005
2025-07-01,Seafood Mix,95.75
2025-07-01,Olive Oil,21.8
2025-07-01,Sangria Mix,102.0
2025-07-01,Beer Keg (30L),39.0
2025-07-01,Wine Bottle (Red),11.85
2025-07-01,Eggs,54.0
2025-07-01,Potatoes,14.645
2025-07-01,Onions,1.8
2025-07-01,Chicken,11.413
2025-07-01,Lettuce,3.1
2025-07-01,Beef Steak,0.6
2025-07-02,Wine Bottle (Red),14.7
2025-07-02,Rice (Bomba),56.661
2025-07-02,Seafood Mix,97.5
2025-07-02,Olive Oil,23.6
2025-07-02,Coffee Beans,1.2877
2025-07-02,Sangria Mix,80.0
2025-07-02,Beer Keg (30L),41.7
2025-07-02,Chicken,8.08
2025-07-02,Potatoes,19.392
2025-07-02,Lettuce,2.4
2025-07-02,Eggs,102.0
2025-07-02,Onions,3.4
2025-07-03,Rice (Bomba),48.177
2025-07-03,Seafood Mix,83.7
2025-07-03,Olive Oil,19.9
2025-07-03,Coffee Beans,1.0908
2025-07-03,Wine Bottle (Red),13.5
2025-07-03,Sangria Mix,76.0
2025-07-03,Beer Keg (30L),27.6
2025-07-03,Chicken,9.797
2025-07-03,Potatoes,16.564
2025-07-03,Lettuce,2.3
2025-07-03,Beef Steak,0.9
2025-07-03,Eggs,48.0
2025-07-03,Onions,1.6
2025-07-04,Coffee Beans,1.4392
2025-07-04,Rice (Bomba),62.115
2025-07-04,Seafood Mix,107.3
2025-07-04,Olive Oil,25.0
2025-07-04,Sangria Mix,109.0
2025-07-04,Wine Bottle (Red),17.55
2025-07-04,Chicken,6.868
2025-07-04,Potatoes,16.16
2025-07-04,Lettuce,2.0
2025-07-04,Beer Keg (30L),37.5
2025-07-04,Eggs,42.0
2025-07-04,Onions,1.4
2025-07-04,Beef Steak,0.6
2025-07-05,Beer Keg (30L),33.6
2025-07-05,Rice (Bomba),61.6605
2025-07-05,Seafood Mix,107.35
2025-07-05,Olive Oil,24.95
2025-07-05,Coffee Beans,1.4241
2025-07-05,Sangria Mix,116.0
2025-07-05,Wine Bottle (Red),15.3
2025-07-05,Potatoes,16.16
2025-07-05,Beef Steak,1.5
2025-07-05,Chicken,8.383
2025-07-05,Lettuce,2.5
2025-07-05,Eggs,36.0
2025-07-05,Onions,1.2
2025-07-06,Sangria Mix,118.0
2025-07-06,Rice (Bomba),63.7815
2025-07-06,Seafood Mix,109.25
2025-07-06,Olive Oil,25.15
2025-07-06,Wine Bottle (Red),19.05
2025-07-06,Coffee Beans,1.9089
2025-07-06,Beer Keg (30L),42.3
2025-07-06,Chicken,6.767
2025-07-06,Potatoes,15.554
2025-07-06,Lettuce,2.1
2025-07-06,Eggs,72.0
2025-07-06,Onions,2.4
2025-07-06,Beef Steak,1.2
2025-07-07,Beer Keg (30L),43.2
2025-07-07,Coffee Beans,1.6665
2025-07-07,Rice (Bomba),65.5995
2025-07-07,Seafood Mix,112.45
2025-07-07,Olive Oil,25.45
2025-07-07,Sangria Mix,101.0
2025-07-07,Wine Bottle (Red),14.85
2025-07-07,Chicken,11.211
2025-07-07,Potatoes,17.473
2025-07-07,Lettuce,2.9
2025-07-07,Eggs,45.0
2025-07-07,Onions,1.5
2025-07-07,Beef Steak,2.4
2025-07-08,Beer Keg (30L),35.7
2025-07-08,Rice (Bomba),51.6615
2025-07-08,Seafood Mix,88.05
2025-07-08,Olive Oil,20.3
2025-07-08,Coffee Beans,1.6665
2025-07-08,Wine Bottle (Red),15.6
2025-07-08,Sangria Mix,100.0
2025-07-08,Chicken,6.969
2025-07-08,Potatoes,14.746
2025-07-08,Lettuce,2.3
2025-07-08,Eggs,51.0
2025-07-08,Onions,1.7
2025-07-08,Beef Steak,0.9
2025-07-09,Rice (Bomba),69.084
2025-07-09,Seafood Mix,118.2
2025-07-09,Olive Oil,27.35
2025-07-09,Coffee Beans,1.6968
2025-07-09,Wine Bottle (Red),19.65
2025-07-09,Sangria Mix,111.0
2025-07-09,Beer Keg (30L),45.0
2025-07-09,Chicken,12.625
2025-07-09,Potatoes,21.109
2025-07-09,Lettuce,3.5
2025-07-09,Beef Steak,0.3
2025-07-09,Eggs,60.0
2025-07-09,Onions,2.0
2025-07-10,Rice (Bomba),51.207
2025-07-10,Seafood Mix,86.9
2025-07-10,Olive Oil,19.55
2025-07-10,Coffee Beans,1.4847
2025-07-10,Beer Keg (30L),33.0
2025-07-10,Wine Bottle (Red),14.25
2025-07-10,Sangria Mix,102.0
2025-07-10,Chicken,8.585
2025-07-10,Potatoes,13.332
2025-07-10,Lettuce,2.3
2025-07-10,Eggs,57.0
2025-07-10,Onions,1.9
2025-07-10,Beef Steak,1.5
2025-07-11,Rice (Bomba),65.145
2025-07-11,Seafood Mix,112.9
2025-07-11,Olive Oil,26.85
2025-07-11,Coffee Beans,1.6816
2025-07-11,Sangria Mix,104.0
2025-07-11,Wine Bottle (Red),16.5
2025-07-11,Beer Keg (30L),38.4
2025-07-11,Chicken,7.676
2025-07-11,Potatoes,18.786
2025-07-11,Lettuce,2.0
2025-07-11,Beef Steak,0.9
2025-07-11,Eggs,81.0
2025-07-11,Onions,2.7
2025-07-12,Rice (Bomba),60.7515
2025-07-12,Seafood Mix,102.85
2025-07-12,Olive Oil,23.15
2025-07-12,Sangria Mix,101.0
2025-07-12,Coffee Beans,1.8028
2025-07-12,Beer Keg (30L),41.4
2025-07-12,Wine Bottle (Red),15.0
2025-07-12,Chicken,8.282
2025-07-12,Potatoes,15.15
2025-07-12,Lettuce,2.2
2025-07-12,Eggs,54.0
2025-07-12,Onions,1.8
2025-07-12,Beef Steak,1.2
2025-07-13,Rice (Bomba),64.236
2025-07-13,Seafood Mix,111.4
2025-07-13,Olive Oil,26.8
2025-07-13,Beer Keg (30L),37.2
2025-07-13,Wine Bottle (Red),13.95
2025-07-13,Coffee Beans,1.515
2025-07-13,Sangria Mix,90.0
2025-07-13,Chicken,5.353
2025-07-13,Potatoes,18.483
2025-07-13,Lettuce,1.5
2025-07-13,Eggs,87.0
2025-07-13,Onions,2.9
2025-07-13,Beef Steak,0.6
2025-07-14,Rice (Bomba),62.115
2025-07-14,Seafood Mix,106.3
2025-07-14,Olive Oil,24.4
2025-07-14,Sangria Mix,89.0
2025-07-14,Coffee Beans,1.5907
2025-07-14,Wine Bottle (Red),15.3
2025-07-14,Beer Keg (30L),36.0
2025-07-14,Chicken,11.11
2025-07-14,Potatoes,17.271
2025-07-14,Lettuce,3.0
2025-07-14,Beef Steak,0.9
2025-07-14,Eggs,75.0
2025-07-14,Onions,2.5
2025-07-15,Sangria Mix,56.0
2025-07-15,Rice (Bomba),37.1175
2025-07-15,Seafood Mix,64.45
2025-07-15,Olive Oil,15.15
2025-07-15,Beer Keg (30L),18.3
2025-07-15,Wine Bottle (Red),8.1
2025-07-15,Coffee Beans,1.0302
2025-07-15,Chicken,3.131
2025-07-15,Potatoes,8.888
2025-07-15,Lettuce,0.9
2025-07-15,Eggs,36.0
2025-07-15,Onions,1.2
2025-07-15,Beef Steak,0.3
2025-07-16,Rice (Bomba),55.6005
2025-07-16,Seafood Mix,96.35
2025-07-16,Olive Oil,22.85
2025-07-16,Coffee Beans,1.5604
2025-07-16,Beer Keg (30L),41.4
2025-07-16,Wine Bottle (Red),15.75
2025-07-16,Sangria Mix,117.0
2025-07-16,Chicken,7.373
2025-07-16,Potatoes,15.554
2025-07-16,Lettuce,1.9
2025-07-16,Eggs,72.0
2025-07-16,Onions,2.4
2025-07-17,Sangria Mix,113.0
2025-07-17,Rice (Bomba),61.3575
2025-07-17,Seafood Mix,105.45
2025-07-17,Olive Oil,24.2
2025-07-17,Wine Bottle (Red),16.65
2025-07-17,Beer Keg (30L),42.3
2025-07-17,Coffee Beans,1.5604
2025-07-17,Chicken,7.171
2025-07-17,Potatoes,14.241
2025-07-17,Lettuce,2.1
2025-07-17,Eggs,60.0
2025-07-17,Onions,2.0
2025-07-17,Beef Steak,0.6
2025-07-18,Rice (Bomba),50.904
2025-07-18,Seafood Mix,88.2
2025-07-18,Olive Oil,20.55
2025-07-18,Beer Keg (30L),31.5
2025-07-18,Coffee Beans,1.1211
2025-07-18,Sangria Mix,86.0
2025-07-18,Wine Bottle (Red),13.05
2025-07-18,Chicken,7.777
2025-07-18,Potatoes,13.635
2025-07-18,Lettuce,2.3
2025-07-18,Eggs,60.0
2025-07-18,Onions,2.0
2025-07-18,Beef Steak,0.9
2025-07-19,Coffee Beans,1.621
2025-07-19,Rice (Bomba),66.2055
2025-07-19,Seafood Mix,113.85
2025-07-19,Olive Oil,26.75
2025-07-19,Sangria Mix,93.0
2025-07-19,Wine Bottle (Red),15.0
2025-07-19,Beer Keg (30L),44.7
2025-07-19,Chicken,10.807
2025-07-19,Potatoes,20.907
2025-07-19,Lettuce,2.9
2025-07-19,Beef Steak,1.2
2025-07-19,Eggs,75.0
2025-07-19,Onions,2.5
2025-07-20,Rice (Bomba),62.2665
2025-07-20,Seafood Mix,104.95
2025-07-20,Olive Oil,23.15
2025-07-20,Beer Keg (30L),37.2
2025-07-20,Wine Bottle (Red),19.5
2025-07-20,Coffee Beans,2.1513
2025-07-20,Sangria Mix,115.0
2025-07-20,Chicken,13.231
2025-07-20,Potatoes,16.766
2025-07-20,Eggs,42.0
2025-07-20,Onions,1.4
2025-07-20,Lettuce,3.7
2025-07-20,Beef Steak,0.9
2025-07-21,Sangria Mix,99.0
2025-07-21,Rice (Bomba),54.54
2025-07-21,Seafood Mix,93.0
2025-07-21,Olive Oil,20.7
2025-07-21,Coffee Beans,1.2877
2025-07-21,Beer Keg (30L),27.9
2025-07-21,Wine Bottle (Red),12.75
2025-07-21,Eggs,30.0
2025-07-21,Potatoes,9.898
2025-07-21,Onions,1.0
2025-07-21,Chicken,5.353
2025-07-21,Lettuce,1.5
2025-07-21,Beef Steak,0.3
2025-07-22,Coffee Beans,1.6665
2025-07-22,Beer Keg (30L),39.9
2025-07-22,Wine Bottle (Red),17.85
2025-07-22,Rice (Bomba),68.6295
2025-07-22,Seafood Mix,116.25
2025-07-22,Olive Oil,26.05
2025-07-22,Sangria Mix,135.0
2025-07-22,Chicken,7.777
2025-07-22,Potatoes,15.251
2025-07-22,Lettuce,2.3
2025-07-22,Eggs,63.0
2025-07-22,Onions,2.1
2025-07-22,Beef Steak,1.2
2025-07-23,Rice (Bomba),51.813
2025-07-23,Seafood Mix,88.9
2025-07-23,Olive Oil,20.65
2025-07-23,Coffee Beans,1.318
2025-07-23,Beer Keg (30L),28.2
2025-07-23,Sangria Mix,97.0
2025-07-23,Wine Bottle (Red),16.8
2025-07-23,Chicken,7.07
2025-07-23,Potatoes,14.544
2025-07-23,Lettuce,1.8
2025-07-23,Eggs,51.0
2025-07-23,Onions,1.7
2025-07-23,Beef Steak,0.9
2025-07-24,Rice (Bomba),64.0845
2025-07-24,Seafood Mix,109.55
2025-07-24,Olive Oil,24.5
2025-07-24,Wine Bottle (Red),17.1
2025-07-24,Beer Keg (30L),34.5
2025-07-24,Sangria Mix,111.0
2025-07-24,Coffee Beans,1.4847
2025-07-24,Eggs,51.0
2025-07-24,Potatoes,12.524
2025-07-24,Onions,1.7
2025-07-24,Chicken,8.383
2025-07-24,Lettuce,2.5
2025-07-25,Wine Bottle (Red),15.9
2025-07-25,Sangria Mix,106.0
2025-07-25,Rice (Bomba),61.509
2025-07-25,Seafood Mix,104.9
2025-07-25,Olive Oil,24.85
2025-07-25,Coffee Beans,1.8786
2025-07-25,Beer Keg (30L),40.2
2025-07-25,Chicken,11.11
2025-07-25,Potatoes,22.321
2025-07-25,Lettuce,3.0
2025-07-25,Eggs,72.0
2025-07-25,Onions,2.4
2025-07-25,Beef Steak,0.6
2025-07-26,Rice (Bomba),62.721
2025-07-26,Seafood Mix,106.5
2025-07-26,Olive Oil,24.65
2025-07-26,Coffee Beans,1.1817
2025-07-26,Sangria Mix,116.0
2025-07-26,Wine Bottle (Red),14.4
2025-07-26,Beer Keg (30L),37.5
2025-07-26,Chicken,8.888
2025-07-26,Potatoes,18.281
2025-07-26,Lettuce,2.8
2025-07-26,Eggs,90.0
2025-07-26,Onions,3.0
2025-07-26,Beef Steak,0.9
2025-07-27,Beer Keg (30L),52.5
2025-07-27,Rice (Bomba),72.2655
2025-07-27,Seafood Mix,123.65
2025-07-27,Olive Oil,29.0
2025-07-27,Wine Bottle (Red),17.25
2025-07-27,Coffee Beans,1.5907
2025-07-27,Sangria Mix,129.0
2025-07-27,Chicken,9.595
2025-07-27,Potatoes,21.008
2025-07-27,Lettuce,2.9
2025-07-27,Eggs,105.0
2025-07-27,Onions,3.5
2025-07-27,Beef Steak,0.6
2025-07-28,Coffee Beans,1.3029
2025-07-28,Rice (Bomba),52.8735
2025-07-28,Seafood Mix,89.85
2025-07-28,Olive Oil,20.15
2025-07-28,Sangria Mix,100.0
2025-07-28,Wine Bottle (Red),13.35
2025-07-28,Beer Keg (30L),29.4
2025-07-28,Chicken,7.676
2025-07-28,Potatoes,12.827
2025-07-28,Lettuce,2.4
2025-07-28,Eggs,33.0
2025-07-28,Onions,1.1
2025-07-28,Beef Steak,0.6
2025-07-29,Rice (Bomba),63.4785
2025-07-29,Seafood Mix,109.35
2025-07-29,Olive Oil,25.9
2025-07-29,Sangria Mix,109.0
2025-07-29,Coffee Beans,1.9543
2025-07-29,Wine Bottle (Red),16.05
2025-07-29,Beer Keg (30L),40.8
2025-07-29,Chicken,8.585
2025-07-29,Potatoes,19.392
2025-07-29,Lettuce,2.3
2025-07-29,Eggs,87.0
2025-07-29,Onions,2.9
2025-07-29,Beef Steak,1.2
2025-07-30,Rice (Bomba),62.5695
2025-07-30,Seafood Mix,105.85
2025-07-30,Olive Oil,23.65
2025-07-30,Coffee Beans,1.6665
2025-07-30,Sangria Mix,112.0
2025-07-30,Beer Keg (30L),42.6
2025-07-30,Wine Bottle (Red),12.75
2025-07-30,Chicken,8.282
2025-07-30,Potatoes,14.342
2025-07-30,Lettuce,2.2
2025-07-30,Beef Steak,0.6
2025-07-30,Eggs,48.0
2025-07-30,Onions,1.6
2025-07-31,Wine Bottle (Red),13.8
2025-07-31,Coffee Beans,1.5604
2025-07-31,Rice (Bomba),65.448
2025-07-31,Seafood Mix,113.6
2025-07-31,Olive Oil,27.35
2025-07-31,Beer Keg (30L),45.3
2025-07-31,Sangria Mix,103.0
2025-07-31,Chicken,7.979
2025-07-31,Potatoes,19.897
2025-07-31,Lettuce,2.1
2025-07-31,Eggs,102.0
2025-07-31,Onions,3.4
2025-07-31,Beef Steak,0.6
2025-08-01,Rice (Bomba),54.237
2025-08-01,Seafood Mix,93.7
2025-08-01,Olive Oil,22.05
2025-08-01,Wine Bottle (Red),16.35
2025-08-01,Coffee Beans,1.4241
2025-08-01,Beer Keg (30L),33.6
2025-08-01,Sangria Mix,103.0
2025-08-01,Chicken,5.252
2025-08-01,Potatoes,13.736
2025-08-01,Lettuce,1.6
2025-08-01,Eggs,63.0
2025-08-01,Onions,2.1
2025-08-02,Rice (Bomba),51.3585
2025-08-02,Seafood Mix,89.55
2025-08-02,Olive Oil,21.15
2025-08-02,Coffee Beans,1.2877
2025-08-02,Sangria Mix,86.0
2025-08-02,Wine Bottle (Red),12.75
2025-08-02,Beer Keg (30L),31.2
2025-08-02,Potatoes,14.342
2025-08-02,Chicken,6.262
2025-08-02,Lettuce,1.8
2025-08-02,Beef Steak,0.9
2025-08-02,Eggs,36.0
2025-08-02,Onions,1.2
2025-08-03,Rice (Bomba),64.842
2025-08-03,Seafood Mix,110.4
2025-08-03,Olive Oil,24.75
2025-08-03,Sangria Mix,104.0
2025-08-03,Wine Bottle (Red),14.85
2025-08-03,Coffee Beans,1.7271
2025-08-03,Beer Keg (30L),48.0
2025-08-03,Chicken,10.1
2025-08-03,Potatoes,15.352
2025-08-03,Lettuce,3.2
2025-08-03,Eggs,51.0
2025-08-03,Onions,1.7
2025-08-03,Beef Steak,0.6
2025-08-04,Rice (Bomba),71.6595
2025-08-04,Seafood Mix,123.85
2025-08-04,Olive Oil,29.15
2025-08-04,Wine Bottle (Red),17.85
2025-08-04,Sangria Mix,125.0
2025-08-04,Coffee Beans,1.3635
2025-08-04,Beer Keg (30L),46.2
2025-08-04,Chicken,9.393
2025-08-04,Potatoes,20.907
2025-08-04,Lettuce,2.7
2025-08-04,Eggs,75.0
2025-08-04,Onions,2.5
2025-08-04,Beef Steak,1.5
2025-08-05,Sangria Mix,82.0
2025-08-05,Coffee Beans,1.4392
2025-08-05,Beer Keg (30L),33.9
2025-08-05,Rice (Bomba),53.1765
2025-08-05,Seafood Mix,92.95
2025-08-05,Olive Oil,23.05
2025-08-05,Wine Bottle (Red),15.45
2025-08-05,Chicken,9.999
2025-08-05,Potatoes,21.008
2025-08-05,Lettuce,2.9
2025-08-05,Eggs,96.0
2025-08-05,Onions,3.2
2025-08-05,Beef Steak,0.3
2025-08-06,Beer Keg (30L),34.5
2025-08-06,Sangria Mix,98.0
2025-08-06,Rice (Bomba),49.389
2025-08-06,Seafood Mix,85.3
2025-08-06,Olive Oil,19.85
2025-08-06,Coffee Beans,1.1817
2025-08-06,Wine Bottle (Red),13.35
2025-08-06,Chicken,8.484
2025-08-06,Potatoes,14.241
2025-08-06,Lettuce,2.4
2025-08-06,Eggs,54.0
2025-08-06,Onions,1.8
2025-08-06,Beef Steak,0.9
2025-08-07,Coffee Beans,1.621
2025-08-07,Sangria Mix,103.0
2025-08-07,Wine Bottle (Red),14.85
2025-08-07,Rice (Bomba),59.2365
2025-08-07,Seafood Mix,102.55
2025-08-07,Olive Oil,23.6
2025-08-07,Beer Keg (30L),37.8
2025-08-07,Chicken,7.272
2025-08-07,Potatoes,13.736
2025-08-07,Lettuce,2.0
2025-08-07,Beef Steak,0.9
2025-08-07,Eggs,45.0
2025-08-07,Onions,1.5
2025-08-08,Beer Keg (30L),38.4
2025-08-08,Wine Bottle (Red),16.95
2025-08-08,Rice (Bomba),66.054
2025-08-08,Seafood Mix,114.2
2025-08-08,Olive Oil,26.55
2025-08-08,Sangria Mix,101.0
2025-08-08,Coffee Beans,1.5453
2025-08-08,Beef Steak,1.2
2025-08-08,Potatoes,16.968
2025-08-08,Chicken,8.989
2025-08-08,Lettuce,2.3
2025-08-08,Eggs,75.0
2025-08-08,Onions,2.5
2025-08-09,Rice (Bomba),61.812
2025-08-09,Seafood Mix,108.4
2025-08-09,Olive Oil,26.15
2025-08-09,Coffee Beans,1.6059
2025-08-09,Sangria Mix,104.0
2025-08-09,Beer Keg (30L),44.4
2025-08-09,Wine Bottle (Red),16.5
2025-08-09,Chicken,12.019
2025-08-09,Potatoes,20.705
2025-08-09,Lettuce,3.7
2025-08-09,Eggs,84.0
2025-08-09,Onions,2.8
2025-08-09,Beef Steak,0.3
2025-08-10,Sangria Mix,90.0
2025-08-10,Rice (Bomba),49.086
2025-08-10,Seafood Mix,84.8
2025-08-10,Olive Oil,19.65
2025-08-10,Coffee Beans,1.3029
2025-08-10,Wine Bottle (Red),11.7
2025-08-10,Beer Keg (30L),32.7
2025-08-10,Eggs,54.0
2025-08-10,Potatoes,13.231
2025-08-10,Onions,1.8
2025-08-10,Chicken,8.686
2025-08-10,Lettuce,2.6
2025-08-11,Wine Bottle (Red),18.3
2025-08-11,Beer Keg (30L),48.3
2025-08-11,Rice (Bomba),71.6595
2025-08-11,Seafood Mix,122.45
2025-08-11,Olive Oil,27.75
2025-08-11,Coffee Beans,1.7574
2025-08-11,Sangria Mix,115.0
2025-08-11,Chicken,9.696
2025-08-11,Potatoes,17.17
2025-08-11,Lettuce,3.2
2025-08-11,Eggs,60.0
2025-08-11,Onions,2.0
2025-08-11,Beef Steak,0.9
2025-08-12,Wine Bottle (Red),18.75
2025-08-12,Sangria Mix,80.0
2025-08-12,Rice (Bomba),63.1755
2025-08-12,Seafood Mix,109.65
2025-08-12,Olive Oil,26.25
2025-08-12,Beer Keg (30L),46.5
2025-08-12,Coffee Beans,1.5756
2025-08-12,Chicken,10.1
2025-08-12,Potatoes,20.705
2025-08-12,Lettuce,3.2
2025-08-12,Eggs,75.0
2025-08-12,Onions,2.5
2025-08-12,Beef Steak,0.3
2025-08-13,Rice (Bomba),56.358
2025-08-13,Seafood Mix,96.2
2025-08-13,Olive Oil,21.55
2025-08-13,Coffee Beans,1.3029
2025-08-13,Sangria Mix,93.0
2025-08-13,Beer Keg (30L),37.5
2025-08-13,Wine Bottle (Red),13.5
2025-08-13,Chicken,12.221
2025-08-13,Potatoes,15.756
2025-08-13,Lettuce,3.9
2025-08-13,Beef Steak,0.6
2025-08-13,Eggs,27.0
2025-08-13,Onions,0.9
2025-08-14,Rice (Bomba),66.054
2025-08-14,Seafood Mix,112.4
2025-08-14,Olive Oil,26.25
2025-08-14,Wine Bottle (Red),17.1
2025-08-14,Sangria Mix,103.0
2025-08-14,Beer Keg (30L),42.6
2025-08-14,Coffee Beans,1.8937
2025-08-14,Chicken,9.797
2025-08-14,Potatoes,21.412
2025-08-14,Lettuce,3.1
2025-08-14,Eggs,69.0
2025-08-14,Onions,2.3
2025-08-14,Beef Steak,0.9
2025-08-15,Rice (Bomba),61.206
2025-08-15,Seafood Mix,104.4
2025-08-15,Olive Oil,23.6
2025-08-15,Coffee Beans,1.7119
2025-08-15,Wine Bottle (Red),16.5
2025-08-15,Beer Keg (30L),38.7
2025-08-15,Sangria Mix,116.0
2025-08-15,Chicken,7.777
2025-08-15,Potatoes,14.039
2025-08-15,Lettuce,2.3
2025-08-15,Eggs,57.0
2025-08-15,Onions,1.9
2025-08-15,Beef Steak,0.9
2025-08-16,Rice (Bomba),58.6305
2025-08-16,Seafood Mix,101.35
2025-08-16,Olive Oil,23.7
2025-08-16,Wine Bottle (Red),16.35
2025-08-16,Coffee Beans,1.2726
2025-08-16,Beer Keg (30L),33.0
2025-08-16,Chicken,6.565
2025-08-16,Potatoes,16.261
2025-08-16,Lettuce,1.9
2025-08-16,Sangria Mix,88.0
2025-08-16,Eggs,42.0
2025-08-16,Onions,1.4
2025-08-16,Beef Steak,1.5
2025-08-17,Beer Keg (30L),33.6
2025-08-17,Sangria Mix,92.0
2025-08-17,Rice (Bomba),50.1465
2025-08-17,Seafood Mix,87.55
2025-08-17,Olive Oil,21.25
2025-08-17,Coffee Beans,1.515
2025-08-17,Wine Bottle (Red),12.3
2025-08-17,Chicken,9.191
2025-08-17,Potatoes,18.18
2025-08-17,Lettuce,2.1
2025-08-17,Eggs,60.0
2025-08-17,Onions,2.0
2025-08-17,Beef Steak,0.9
2025-08-18,Wine Bottle (Red),16.2
2025-08-18,Rice (Bomba),69.8415
2025-08-18,Seafood Mix,119.65
2025-08-18,Olive Oil,27.0
2025-08-18,Sangria Mix,103.0
2025-08-18,Coffee Beans,1.818
2025-08-18,Beer Keg (30L),43.2
2025-08-18,Chicken,7.07
2025-08-18,Potatoes,14.342
2025-08-18,Lettuce,2.2
2025-08-18,Eggs,57.0
2025-08-18,Onions,1.9
2025-08-18,Beef Steak,1.5
2025-08-19,Rice (Bomba),75.2955
2025-08-19,Seafood Mix,128.05
2025-08-19,Olive Oil,29.2
2025-08-19,Wine Bottle (Red),22.65
2025-08-19,Coffee Beans,1.7877
2025-08-19,Beer Keg (30L),48.3
2025-08-19,Sangria Mix,115.0
2025-08-19,Eggs,84.0
2025-08-19,Potatoes,16.867
2025-08-19,Onions,2.8
2025-08-19,Chicken,6.969
2025-08-19,Lettuce,1.9
2025-08-19,Beef Steak,0.6
2025-08-20,Wine Bottle (Red),17.1
2025-08-20,Rice (Bomba),70.296
2025-08-20,Seafood Mix,119.2
2025-08-20,Olive Oil,26.8
2025-08-20,Beer Keg (30L),33.9
2025-08-20,Sangria Mix,102.0
2025-08-20,Coffee Beans,1.5907
2025-08-20,Chicken,6.06
2025-08-20,Potatoes,14.544
2025-08-20,Lettuce,1.6
2025-08-20,Eggs,72.0
2025-08-20,Onions,2.4
2025-08-20,Beef Steak,1.5
2025-08-21,Sangria Mix,105.0
2025-08-21,Rice (Bomba),61.812
2025-08-21,Seafood Mix,105.8
2025-08-21,Olive Oil,24.65
2025-08-21,Wine Bottle (Red),14.1
2025-08-21,Beer Keg (30L),38.1
2025-08-21,Coffee Beans,1.5453
2025-08-21,Chicken,9.191
2025-08-21,Potatoes,18.584
2025-08-21,Lettuce,2.9
2025-08-21,Eggs,63.0
2025-08-21,Onions,2.1
2025-08-21,Beef Steak,0.6
2025-08-22,Sangria Mix,124.0
2025-08-22,Coffee Beans,1.5756
2025-08-22,Wine Bottle (Red),17.25
2025-08-22,Rice (Bomba),53.7825
2025-08-22,Seafood Mix,92.55
2025-08-22,Olive Oil,21.75
2025-08-22,Beer Keg (30L),36.0
2025-08-22,Potatoes,16.766
2025-08-22,Chicken,8.989
2025-08-22,Lettuce,2.7
2025-08-22,Eggs,54.0
2025-08-22,Onions,1.8
2025-08-23,Sangria Mix,103.0
2025-08-23,Rice (Bomba),62.5695
2025-08-23,Seafood Mix,106.65
2025-08-23,Olive Oil,23.9
2025-08-23,Wine Bottle (Red),17.4
2025-08-23,Beer Keg (30L),37.2
2025-08-23,Coffee Beans,1.5301
2025-08-23,Chicken,6.363
2025-08-23,Potatoes,12.625
2025-08-23,Lettuce,2.1
2025-08-23,Eggs,42.0
2025-08-23,Onions,1.4
2025-08-23,Beef Steak,0.6
2025-08-24,Wine Bottle (Red),16.05
2025-08-24,Rice (Bomba),52.8735
2025-08-24,Seafood Mix,90.65
2025-08-24,Olive Oil,20.6
2025-08-24,Coffee Beans,1.818
2025-08-24,Beer Keg (30L),31.8
2025-08-24,Sangria Mix,87.0
2025-08-24,Chicken,7.474
2025-08-24,Potatoes,12.827
2025-08-24,Lettuce,2.2
2025-08-24,Beef Steak,0.9
2025-08-24,Eggs,42.0
2025-08-24,Onions,1.4
2025-08-25,Rice (Bomba),68.478
2025-08-25,Seafood Mix,117.4
2025-08-25,Olive Oil,26.75
2025-08-25,Wine Bottle (Red),20.85
2025-08-25,Coffee Beans,1.8331
2025-08-25,Beer Keg (30L),41.7
2025-08-25,Sangria Mix,123.0
2025-08-25,Chicken,10.504
2025-08-25,Potatoes,16.867
2025-08-25,Lettuce,2.8
